Month,,Precipitation
18880605,0.000000, 
18880606,0.000000, 
18880607,5.200000, 
18880608,0.000000, 
18880609,2.200000, 
18880610,0.000000, 
18880611,0.000000, 
18880612,0.000000, 
18880613,0.000000, 
18880614,1.700000, 
18880615,1.200000, 
18880616,6.900001, 
18880617,1.300000, 
18880618,0.000000, 
18880619,0.000000, 
18880620,0.000000, 
18880621,0.000000, 
18880622,0.000000, 
18880623,0.000000, 
18880624,0.000000, 
18880625,0.000000, 
18880626,0.000000, 
18880627,0.1000000, 
18880628,13.80000, 
18880629,0.000000, 
18880630,0.000000, 
18880701,1.300000, 
18880702,0.000000, 
18880703,1.400000, 
18880704,0.8000001, 
18880705,0.6000000, 
18880706,7.900001, 
18880707,1.300000, 
18880708,0.000000, 
18880709,0.000000, 
18880710,5.100000, 
18880711,8.800000, 
18880712,15.20000, 
18880713,5.700000, 
18880714,0.2000000, 
18880715,0.000000, 
18880716,0.000000, 
18880717,11.50000, 
18880718,7.200000, 
18880719,8.599999, 
18880720,0.000000, 
18880721,1.400000, 
18880722,0.000000, 
18880723,0.000000, 
18880724,0.000000, 
18880725,0.4000000, 
18880726,4.000000, 
18880727,0.000000, 
18880728,6.300000, 
18880729,4.100000, 
18880730,0.000000, 
18880731,0.000000, 
18880801,2.000000, 
18880802,9.900001, 
18880803,1.600000, 
18880804,1.900000, 
18880805,3.600000, 
18880806,1.800000, 
18880807,0.1000000, 
18880808,0.2000000, 
18880809,0.000000, 
18880810,0.000000, 
18880811,0.000000, 
18880812,0.2000000, 
18880813,0.000000, 
18880814,0.000000, 
18880815,0.000000, 
18880816,1.200000, 
18880817,0.000000, 
18880818,0.8000001, 
18880819,1.000000, 
18880820,0.000000, 
18880821,0.2000000, 
18880822,5.500000, 
18880823,1.900000, 
18880824,0.000000, 
18880825,0.000000, 
18880826,0.000000, 
18880827,0.000000, 
18880828,0.000000, 
18880829,0.000000, 
18880830,0.000000, 
18880831,0.3000000, 
18880901,0.000000, 
18880902,0.000000, 
18880903,0.000000, 
18880904,0.000000, 
18880905,0.000000, 
18880906,0.2000000, 
18880907,2.700000, 
18880908,0.000000, 
18880909,0.000000, 
18880910,0.5000000, 
18880911,24.50000, 
18880912,0.000000, 
18880913,0.000000, 
18880914,0.000000, 
18880915,0.000000, 
18880916,0.000000, 
18880917,0.000000, 
18880918,0.000000, 
18880919,0.000000, 
18880920,0.000000, 
18880921,0.000000, 
18880922,0.000000, 
18880923,0.000000, 
18880924,0.000000, 
18880925,0.000000, 
18880926,0.000000, 
18880927,0.000000, 
18880928,0.000000, 
18880929,0.000000, 
18880930,4.000000, 
18881001,0.000000, 
18881002,3.800000, 
18881003,0.000000, 
18881004,1.800000, 
18881005,0.000000, 
18881006,0.000000, 
18881007,0.000000, 
18881008,0.4000000, 
18881009,30.20000, 
18881010,6.800000, 
18881011,1.000000, 
18881012,6.400001, 
18881013,6.599999, 
18881014,2.800000, 
18881015,1.900000, 
18881016,0.1000000, 
18881017,3.500000, 
18881018,0.000000, 
18881019,0.000000, 
18881020,0.000000, 
18881021,0.000000, 
18881022,0.000000, 
18881023,0.000000, 
18881024,0.000000, 
18881025,0.000000, 
18881026,0.8000001, 
18881027,4.100000, 
18881028,0.000000, 
18881029,4.300000, 
18881030,11.20000, 
18881031,0.1000000, 
18881101,1.200000, 
18881102,0.000000, 
18881103,0.000000, 
18881104,0.000000, 
18881105,0.000000, 
18881106,0.000000, 
18881107,0.000000, 
18881108,0.000000, 
18881109,0.000000, 
18881110,0.000000, 
18881111,0.000000, 
18881112,0.000000, 
18881113,0.000000, 
18881114,0.000000, 
18881115,0.000000, 
18881116,0.3000000, 
18881117,0.5000000, 
18881118,2.300000, 
18881119,3.000000, 
18881120,16.80000, 
18881121,4.700000, 
18881122,5.200000, 
18881123,14.80000, 
18881124,12.60000, 
18881125,0.000000, 
18881126,0.000000, 
18881127,0.3000000, 
18881128,0.000000, 
18881129,0.2000000, 
18881130,1.300000, 
18881201,0.1000000, 
18881202,1.000000, 
18881203,0.000000, 
18881204,0.000000, 
18881205,0.000000, 
18881206,0.000000, 
18881207,0.000000, 
18881208,0.000000, 
18881209,1.700000, 
18881210,0.000000, 
18881211,0.000000, 
18881212,0.000000, 
18881213,0.000000, 
18881214,0.000000, 
18881215,1.500000, 
18881216,1.000000, 
18881217,0.9000000, 
18881218,0.000000, 
18881219,0.000000, 
18881220,0.000000, 
18881221,0.000000, 
18881222,0.000000, 
18881223,0.6000000, 
18881224,1.500000, 
18881225,5.700000, 
18881226,3.200000, 
18881227,0.2000000, 
18881228,0.000000, 
18881229,0.000000, 
18881230,3.700000, 
18881231,0.000000, 
18890101,0.000000, 
18890102,0.000000, 
18890103,0.000000, 
18890104,0.000000, 
18890105,0.000000, 
18890106,0.000000, 
18890107,0.000000, 
18890108,0.000000, 
18890109,0.000000, 
18890110,0.000000, 
18890111,0.000000, 
18890112,0.000000, 
18890113,0.000000, 
18890114,0.000000, 
18890115,0.000000, 
18890116,0.000000, 
18890117,0.000000, 
18890118,4.600000, 
18890119,2.800000, 
18890120,0.3000000, 
18890121,0.000000, 
18890122,0.000000, 
18890123,0.000000, 
18890124,0.6999999, 
18890125,1.200000, 
18890126,1.600000, 
18890127,0.000000, 
18890128,0.5000000, 
18890129,1.200000, 
18890130,2.200000, 
18890131,5.800000, 
18890201,8.200000, 
18890202,2.700000, 
18890203,1.900000, 
18890204,0.6000000, 
18890205,3.100000, 
18890206,3.800000, 
18890207,0.000000, 
18890208,5.300000, 
18890209,3.500000, 
18890210,0.3000000, 
18890211,0.6999999, 
18890212,0.3000000, 
18890213,0.000000, 
18890214,2.600000, 
18890215,0.6000000, 
18890216,0.000000, 
18890217,2.200000, 
18890218,1.800000, 
18890219,1.300000, 
18890220,5.800000, 
18890221,1.000000, 
18890222,1.700000, 
18890223,9.099999, 
18890224,0.9000000, 
18890225,5.100000, 
18890226,3.500000, 
18890227,0.000000, 
18890228,0.1000000, 
18890301,0.000000, 
18890302,0.2000000, 
18890303,1.200000, 
18890304,0.2000000, 
18890305,0.000000, 
18890306,0.000000, 
18890307,0.000000, 
18890308,0.000000, 
18890309,0.000000, 
18890310,0.000000, 
18890311,1.200000, 
18890312,0.000000, 
18890313,6.700000, 
18890314,3.200000, 
18890315,0.000000, 
18890316,0.5000000, 
18890317,0.000000, 
18890318,0.1000000, 
18890319,0.1000000, 
18890320,4.500000, 
18890321,4.300000, 
18890322,0.000000, 
18890323,0.3000000, 
18890324,4.200000, 
18890325,3.300000, 
18890326,3.300000, 
18890327,0.2000000, 
18890328,0.000000, 
18890329,6.400001, 
18890330,0.1000000, 
18890331,2.400000, 
18890401,0.8000001, 
18890402,0.6000000, 
18890403,0.000000, 
18890404,0.000000, 
18890405,0.1000000, 
18890406,0.000000, 
18890407,0.000000, 
18890408,0.1000000, 
18890409,0.1000000, 
18890410,0.000000, 
18890411,0.000000, 
18890412,0.000000, 
18890413,0.9000000, 
18890414,0.6000000, 
18890415,1.600000, 
18890416,0.9000000, 
18890417,0.000000, 
18890418,0.000000, 
18890419,0.000000, 
18890420,0.000000, 
18890421,0.000000, 
18890422,1.500000, 
18890423,1.900000, 
18890424,0.9000000, 
18890425,0.5000000, 
18890426,0.000000, 
18890427,0.8000001, 
18890428,2.900000, 
18890429,0.1000000, 
18890430,0.000000, 
18890501,0.000000, 
18890502,0.000000, 
18890503,0.000000, 
18890504,0.000000, 
18890505,0.000000, 
18890506,0.4000000, 
18890507,0.000000, 
18890508,0.000000, 
18890509,0.000000, 
18890510,1.200000, 
18890511,3.800000, 
18890512,0.6000000, 
18890513,0.000000, 
18890514,0.000000, 
18890515,17.30000, 
18890516,0.000000, 
18890517,0.000000, 
18890518,0.000000, 
18890519,1.500000, 
18890520,0.000000, 
18890521,0.000000, 
18890522,0.000000, 
18890523,0.000000, 
18890524,0.000000, 
18890525,1.000000, 
18890526,0.000000, 
18890527,0.000000, 
18890528,0.5000000, 
18890529,0.000000, 
18890530,0.000000, 
18890531,0.000000, 
18890601,0.000000, 
18890602,0.000000, 
18890603,0.000000, 
18890604,3.700000, 
18890605,0.000000, 
18890606,0.000000, 
18890607,0.000000, 
18890608,0.000000, 
18890609,0.000000, 
18890610,0.000000, 
18890611,21.20000, 
18890612,0.000000, 
18890613,0.000000, 
18890614,7.000000, 
18890615,6.900001, 
18890616,1.900000, 
18890617,0.000000, 
18890618,0.000000, 
18890619,0.000000, 
18890620,2.900000, 
18890621,15.60000, 
18890622,0.6999999, 
18890623,0.000000, 
18890624,0.000000, 
18890625,0.000000, 
18890626,0.000000, 
18890627,0.000000, 
18890628,0.000000, 
18890629,0.000000, 
18890630,0.000000, 
18890701,0.000000, 
18890702,0.1000000, 
18890703,12.70000, 
18890704,0.000000, 
18890705,4.200000, 
18890706,2.600000, 
18890707,0.000000, 
18890708,0.000000, 
18890709,0.000000, 
18890710,0.000000, 
18890711,0.000000, 
18890712,0.4000000, 
18890713,18.00000, 
18890714,5.100000, 
18890715,3.900000, 
18890716,4.900000, 
18890717,1.800000, 
18890718,0.3000000, 
18890719,0.000000, 
18890720,0.000000, 
18890721,9.099999, 
18890722,0.000000, 
18890723,0.000000, 
18890724,0.3000000, 
18890725,2.700000, 
18890726,4.700000, 
18890727,0.9000000, 
18890728,0.5000000, 
18890729,1.800000, 
18890730,0.000000, 
18890731,0.000000, 
18890801,0.000000, 
18890802,5.700000, 
18890803,0.000000, 
18890804,0.000000, 
18890805,27.00000, 
18890806,0.000000, 
18890807,0.000000, 
18890808,0.000000, 
18890809,0.000000, 
18890810,1.700000, 
18890811,31.00000, 
18890812,0.000000, 
18890813,0.3000000, 
18890814,4.700000, 
18890815,3.400000, 
18890816,0.5000000, 
18890817,1.600000, 
18890818,0.000000, 
18890819,0.000000, 
18890820,1.900000, 
18890821,5.200000, 
18890822,0.000000, 
18890823,0.000000, 
18890824,0.000000, 
18890825,0.000000, 
18890826,0.000000, 
18890827,0.000000, 
18890828,1.800000, 
18890829,0.5000000, 
18890830,0.000000, 
18890831,0.000000, 
18890901,0.000000, 
18890902,0.000000, 
18890903,0.000000, 
18890904,0.000000, 
18890905,0.000000, 
18890906,0.000000, 
18890907,1.100000, 
18890908,0.3000000, 
18890909,0.000000, 
18890910,0.000000, 
18890911,0.9000000, 
18890912,1.200000, 
18890913,1.100000, 
18890914,0.4000000, 
18890915,0.9000000, 
18890916,0.000000, 
18890917,0.3000000, 
18890918,0.000000, 
18890919,1.200000, 
18890920,3.400000, 
18890921,0.000000, 
18890922,0.6000000, 
18890923,0.6000000, 
18890924,0.000000, 
18890925,4.600000, 
18890926,2.600000, 
18890927,32.20000, 
18890928,3.800000, 
18890929,0.1000000, 
18890930,1.100000, 
18891001,5.500000, 
18891002,31.40000, 
18891003,3.200000, 
18891004,0.000000, 
18891005,0.000000, 
18891006,0.000000, 
18891007,0.000000, 
18891008,1.200000, 
18891009,4.600000, 
18891010,4.500000, 
18891011,0.000000, 
18891012,0.000000, 
18891013,20.60000, 
18891014,0.9000000, 
18891015,0.1000000, 
18891016,0.2000000, 
18891017,2.200000, 
18891018,0.1000000, 
18891019,0.000000, 
18891020,0.000000, 
18891021,3.800000, 
18891022,10.70000, 
18891023,3.600000, 
18891024,0.4000000, 
18891025,3.900000, 
18891026,0.000000, 
18891027,0.000000, 
18891028,0.000000, 
18891029,0.000000, 
18891030,0.000000, 
18891031,0.000000, 
18891101,0.000000, 
18891102,0.000000, 
18891103,0.000000, 
18891104,1.700000, 
18891105,0.000000, 
18891106,0.000000, 
18891107,0.4000000, 
18891108,0.2000000, 
18891109,0.1000000, 
18891110,0.4000000, 
18891111,0.000000, 
18891112,0.000000, 
18891113,0.000000, 
18891114,0.000000, 
18891115,0.000000, 
18891116,0.4000000, 
18891117,0.000000, 
18891118,0.000000, 
18891119,0.000000, 
18891120,0.000000, 
18891121,0.000000, 
18891122,0.000000, 
18891123,0.000000, 
18891124,0.000000, 
18891125,0.1000000, 
18891126,0.2000000, 
18891127,0.000000, 
18891128,0.1000000, 
18891129,0.000000, 
18891130,0.000000, 
18891201,0.000000, 
18891202,0.000000, 
18891203,0.1000000, 
18891204,0.2000000, 
18891205,0.000000, 
18891206,0.1000000, 
18891207,0.000000, 
18891208,0.1000000, 
18891209,2.000000, 
18891210,3.400000, 
18891211,1.500000, 
18891212,0.000000, 
18891213,0.000000, 
18891214,0.000000, 
18891215,0.2000000, 
18891216,0.000000, 
18891217,0.8000001, 
18891218,0.3000000, 
18891219,0.000000, 
18891220,0.000000, 
18891221,0.4000000, 
18891222,8.599999, 
18891223,3.400000, 
18891224,0.000000, 
18891225,0.1000000, 
18891226,0.000000, 
18891227,0.000000, 
18891228,0.000000, 
18891229,0.000000, 
18891230,0.000000, 
18891231,0.000000, 
18900101,0.000000, 
18900102,0.000000, 
18900103,0.000000, 
18900104,0.000000, 
18900105,0.2000000, 
18900106,0.000000, 
18900107,0.1000000, 
18900108,0.1000000, 
18900109,3.500000, 
18900110,4.000000, 
18900111,0.000000, 
18900112,6.900001, 
18900113,4.000000, 
18900114,0.000000, 
18900115,2.300000, 
18900116,0.3000000, 
18900117,0.000000, 
18900118,0.2000000, 
18900119,1.700000, 
18900120,8.700000, 
18900121,0.000000, 
18900122,1.900000, 
18900123,7.300000, 
18900124,4.600000, 
18900125,1.600000, 
18900126,6.000000, 
18900127,5.800000, 
18900128,0.000000, 
18900129,0.000000, 
18900130,1.200000, 
18900131,0.000000, 
18900201,0.000000, 
18900202,0.2000000, 
18900203,0.000000, 
18900204,0.000000, 
18900205,0.000000, 
18900206,0.000000, 
18900207,0.000000, 
18900208,0.000000, 
18900209,0.000000, 
18900210,0.000000, 
18900211,0.000000, 
18900212,0.000000, 
18900213,0.000000, 
18900214,0.000000, 
18900215,0.000000, 
18900216,0.1000000, 
18900217,0.000000, 
18900218,0.000000, 
18900219,0.000000, 
18900220,0.000000, 
18900221,0.000000, 
18900222,0.000000, 
18900223,0.000000, 
18900224,1.100000, 
18900225,0.000000, 
18900226,0.2000000, 
18900227,5.100000, 
18900228,0.000000, 
18900301,0.000000, 
18900302,0.000000, 
18900303,0.000000, 
18900304,0.000000, 
18900305,4.500000, 
18900306,1.600000, 
18900307,6.700000, 
18900308,2.200000, 
18900309,0.3000000, 
18900310,0.000000, 
18900311,1.000000, 
18900312,0.000000, 
18900313,0.000000, 
18900314,0.000000, 
18900315,0.000000, 
18900316,0.000000, 
18900317,0.000000, 
18900318,0.000000, 
18900319,0.000000, 
18900320,0.6000000, 
18900321,0.2000000, 
18900322,0.000000, 
18900323,0.000000, 
18900324,1.200000, 
18900325,0.6000000, 
18900326,0.000000, 
18900327,1.300000, 
18900328,0.000000, 
18900329,0.000000, 
18900330,0.000000, 
18900331,0.8000001, 
18900401,0.000000, 
18900402,0.000000, 
18900403,0.000000, 
18900404,0.000000, 
18900405,0.000000, 
18900406,0.000000, 
18900407,0.8000001, 
18900408,0.2000000, 
18900409,0.000000, 
18900410,0.000000, 
18900411,0.000000, 
18900412,1.000000, 
18900413,0.2000000, 
18900414,0.000000, 
18900415,0.000000, 
18900416,0.6999999, 
18900417,0.000000, 
18900418,13.20000, 
18900419,1.900000, 
18900420,0.000000, 
18900421,0.000000, 
18900422,3.100000, 
18900423,0.1000000, 
18900424,1.600000, 
18900425,2.000000, 
18900426,5.800000, 
18900427,0.5000000, 
18900428,0.000000, 
18900429,0.000000, 
18900430,0.1000000, 
18900501,0.000000, 
18900502,0.2000000, 
18900503,2.000000, 
18900504,0.1000000, 
18900505,0.000000, 
18900506,0.000000, 
18900507,0.000000, 
18900508,0.000000, 
18900509,0.1000000, 
18900510,0.1000000, 
18900511,0.000000, 
18900512,0.000000, 
18900513,0.2000000, 
18900514,15.40000, 
18900515,0.000000, 
18900516,0.000000, 
18900517,0.000000, 
18900518,0.000000, 
18900519,10.20000, 
18900520,1.000000, 
18900521,0.000000, 
18900522,0.000000, 
18900523,0.000000, 
18900524,0.000000, 
18900525,0.000000, 
18900526,0.000000, 
18900527,0.000000, 
18900528,0.000000, 
18900529,3.100000, 
18900530,6.500000, 
18900531,0.1000000, 
18900601,0.5000000, 
18900602,0.000000, 
18900603,0.000000, 
18900604,0.000000, 
18900605,2.000000, 
18900606,5.900001, 
18900607,19.30000, 
18900608,0.000000, 
18900609,0.2000000, 
18900610,0.000000, 
18900611,0.000000, 
18900612,9.200000, 
18900613,4.000000, 
18900614,1.300000, 
18900615,1.100000, 
18900616,0.000000, 
18900617,13.80000, 
18900618,5.599999, 
18900619,5.300000, 
18900620,3.100000, 
18900621,0.8000001, 
18900622,0.000000, 
18900623,2.600000, 
18900624,0.6999999, 
18900625,0.000000, 
18900626,15.40000, 
18900627,1.300000, 
18900628,0.2000000, 
18900629,1.700000, 
18900630,0.2000000, 
18900701,0.6000000, 
18900702,2.500000, 
18900703,10.40000, 
18900704,1.800000, 
18900705,3.400000, 
18900706,0.2000000, 
18900707,0.5000000, 
18900708,2.000000, 
18900709,4.300000, 
18900710,4.700000, 
18900711,5.900001, 
18900712,1.000000, 
18900713,0.000000, 
18900714,0.000000, 
18900715,0.000000, 
18900716,0.000000, 
18900717,0.000000, 
18900718,0.000000, 
18900719,0.000000, 
18900720,6.400001, 
18900721,0.9000000, 
18900722,9.500000, 
18900723,5.599999, 
18900724,3.700000, 
18900725,0.000000, 
18900726,0.000000, 
18900727,0.000000, 
18900728,0.000000, 
18900729,4.800000, 
18900730,0.000000, 
18900731,0.000000, 
18900801,0.000000, 
18900802,26.90000, 
18900803,0.000000, 
18900804,0.000000, 
18900805,0.000000, 
18900806,0.000000, 
18900807,0.000000, 
18900808,0.000000, 
18900809,0.000000, 
18900810,4.600000, 
18900811,1.100000, 
18900812,3.200000, 
18900813,0.000000, 
18900814,0.2000000, 
18900815,0.000000, 
18900816,0.000000, 
18900817,0.000000, 
18900818,0.000000, 
18900819,0.3000000, 
18900820,0.2000000, 
18900821,0.000000, 
18900822,2.500000, 
18900823,0.000000, 
18900824,1.800000, 
18900825,0.1000000, 
18900826,1.800000, 
18900827,2.800000, 
18900828,0.000000, 
18900829,0.4000000, 
18900830,8.700000, 
18900831,0.000000, 
18900901,1.300000, 
18900902,0.000000, 
18900903,0.000000, 
18900904,0.000000, 
18900905,0.000000, 
18900906,0.000000, 
18900907,0.000000, 
18900908,0.000000, 
18900909,0.000000, 
18900910,0.000000, 
18900911,2.900000, 
18900912,0.000000, 
18900913,0.000000, 
18900914,0.000000, 
18900915,0.000000, 
18900916,0.000000, 
18900917,0.000000, 
18900918,0.000000, 
18900919,0.000000, 
18900920,0.000000, 
18900921,0.000000, 
18900922,0.000000, 
18900923,0.000000, 
18900924,0.000000, 
18900925,0.000000, 
18900926,3.000000, 
18900927,0.000000, 
18900928,0.000000, 
18900929,0.000000, 
18900930,0.000000, 
18901001,5.100000, 
18901002,1.700000, 
18901003,1.400000, 
18901004,4.600000, 
18901005,0.5000000, 
18901006,2.700000, 
18901007,18.30000, 
18901008,0.000000, 
18901009,0.2000000, 
18901010,0.6000000, 
18901011,0.000000, 
18901012,0.000000, 
18901013,0.000000, 
18901014,0.000000, 
18901015,0.4000000, 
18901016,3.100000, 
18901017,2.400000, 
18901018,2.400000, 
18901019,2.200000, 
18901020,0.2000000, 
18901021,0.000000, 
18901022,0.000000, 
18901023,0.000000, 
18901024,0.6999999, 
18901025,8.400001, 
18901026,8.900001, 
18901027,0.000000, 
18901028,0.000000, 
18901029,0.000000, 
18901030,0.6999999, 
18901031,2.500000, 
18901101,0.000000, 
18901102,0.000000, 
18901103,0.000000, 
18901104,1.600000, 
18901105,0.1000000, 
18901106,0.000000, 
18901107,0.000000, 
18901108,0.3000000, 
18901109,0.000000, 
18901110,0.1000000, 
18901111,0.3000000, 
18901112,3.600000, 
18901113,0.3000000, 
18901114,0.000000, 
18901115,1.200000, 
18901116,0.000000, 
18901117,0.000000, 
18901118,0.000000, 
18901119,0.000000, 
18901120,3.000000, 
18901121,3.700000, 
18901122,8.900001, 
18901123,11.60000, 
18901124,23.10000, 
18901125,0.1000000, 
18901126,0.4000000, 
18901127,0.000000, 
18901128,0.9000000, 
18901129,2.300000, 
18901130,1.000000, 
18901201,0.000000, 
18901202,0.000000, 
18901203,0.000000, 
18901204,0.2000000, 
18901205,0.000000, 
18901206,0.000000, 
18901207,0.000000, 
18901208,0.000000, 
18901209,0.000000, 
18901210,0.000000, 
18901211,0.000000, 
18901212,0.000000, 
18901213,0.000000, 
18901214,0.000000, 
18901215,0.000000, 
18901216,0.000000, 
18901217,4.400000, 
18901218,0.6000000, 
18901219,0.000000, 
18901220,0.2000000, 
18901221,0.000000, 
18901222,0.6000000, 
18901223,1.200000, 
18901224,0.2000000, 
18901225,0.000000, 
18901226,0.000000, 
18901227,0.000000, 
18901228,0.000000, 
18901229,0.000000, 
18901230,0.000000, 
18901231,0.000000, 
18910101,0.000000, 
18910102,0.000000, 
18910103,0.000000, 
18910104,2.900000, 
18910105,4.200000, 
18910106,2.000000, 
18910107,0.2000000, 
18910108,0.2000000, 
18910109,0.000000, 
18910110,0.000000, 
18910111,2.500000, 
18910112,0.2000000, 
18910113,1.600000, 
18910114,0.6999999, 
18910115,0.1000000, 
18910116,0.000000, 
18910117,0.000000, 
18910118,1.300000, 
18910119,0.3000000, 
18910120,0.2000000, 
18910121,2.200000, 
18910122,0.000000, 
18910123,5.900001, 
18910124,9.900001, 
18910125,1.500000, 
18910126,0.000000, 
18910127,0.000000, 
18910128,2.600000, 
18910129,1.000000, 
18910130,7.800000, 
18910131,0.000000, 
18910201,1.600000, 
18910202,0.000000, 
18910203,3.500000, 
18910204,0.000000, 
18910205,0.000000, 
18910206,0.2000000, 
18910207,0.000000, 
18910208,0.000000, 
18910209,0.000000, 
18910210,0.000000, 
18910211,0.000000, 
18910212,0.000000, 
18910213,0.000000, 
18910214,0.9000000, 
18910215,0.8000001, 
18910216,0.1000000, 
18910217,0.000000, 
18910218,0.1000000, 
18910219,0.1000000, 
18910220,0.1000000, 
18910221,0.000000, 
18910222,0.000000, 
18910223,0.000000, 
18910224,0.000000, 
18910225,0.000000, 
18910226,0.000000, 
18910227,0.000000, 
18910228,0.000000, 
18910301,0.000000, 
18910302,0.3000000, 
18910303,0.2000000, 
18910304,3.000000, 
18910305,0.9000000, 
18910306,1.300000, 
18910307,5.800000, 
18910308,2.000000, 
18910309,3.100000, 
18910310,1.500000, 
18910311,0.3000000, 
18910312,0.000000, 
18910313,0.000000, 
18910314,2.400000, 
18910315,0.000000, 
18910316,0.000000, 
18910317,0.000000, 
18910318,0.000000, 
18910319,5.000000, 
18910320,0.000000, 
18910321,0.000000, 
18910322,0.2000000, 
18910323,0.2000000, 
18910324,0.000000, 
18910325,1.700000, 
18910326,3.100000, 
18910327,2.300000, 
18910328,0.9000000, 
18910329,4.900000, 
18910330,0.000000, 
18910331,4.600000, 
18910401,0.4000000, 
18910402,0.000000, 
18910403,0.000000, 
18910404,0.000000, 
18910405,0.000000, 
18910406,0.000000, 
18910407,4.600000, 
18910408,3.700000, 
18910409,1.500000, 
18910410,0.000000, 
18910411,2.200000, 
18910412,8.300000, 
18910413,7.400001, 
18910414,3.500000, 
18910415,0.000000, 
18910416,0.2000000, 
18910417,3.300000, 
18910418,0.000000, 
18910419,0.000000, 
18910420,5.500000, 
18910421,0.000000, 
18910422,0.000000, 
18910423,0.000000, 
18910424,0.000000, 
18910425,0.000000, 
18910426,0.000000, 
18910427,0.000000, 
18910428,0.000000, 
18910429,0.000000, 
18910430,0.6999999, 
18910501,0.000000, 
18910502,0.000000, 
18910503,0.000000, 
18910504,0.000000, 
18910505,0.000000, 
18910506,0.000000, 
18910507,0.000000, 
18910508,3.300000, 
18910509,9.200000, 
18910510,0.000000, 
18910511,0.000000, 
18910512,0.000000, 
18910513,0.000000, 
18910514,0.000000, 
18910515,0.4000000, 
18910516,1.600000, 
18910517,2.800000, 
18910518,0.2000000, 
18910519,2.700000, 
18910520,1.600000, 
18910521,0.000000, 
18910522,40.40000, 
18910523,2.500000, 
18910524,0.000000, 
18910525,0.000000, 
18910526,0.000000, 
18910527,0.5000000, 
18910528,0.000000, 
18910529,0.000000, 
18910530,0.000000, 
18910531,0.000000, 
18910601,4.300000, 
18910602,6.000000, 
18910603,0.000000, 
18910604,0.000000, 
18910605,0.000000, 
18910606,0.000000, 
18910607,4.600000, 
18910608,0.000000, 
18910609,4.600000, 
18910610,1.200000, 
18910611,0.6000000, 
18910612,0.000000, 
18910613,1.200000, 
18910614,3.800000, 
18910615,3.600000, 
18910616,3.600000, 
18910617,0.000000, 
18910618,0.000000, 
18910619,0.000000, 
18910620,0.4000000, 
18910621,0.4000000, 
18910622,24.30000, 
18910623,0.000000, 
18910624,26.90000, 
18910625,0.000000, 
18910626,0.000000, 
18910627,2.400000, 
18910628,0.000000, 
18910629,0.000000, 
18910630,18.70000, 
18910701,23.50000, 
18910702,0.000000, 
18910703,1.100000, 
18910704,8.700000, 
18910705,0.000000, 
18910706,0.000000, 
18910707,4.000000, 
18910708,5.500000, 
18910709,5.400001, 
18910710,0.9000000, 
18910711,3.100000, 
18910712,0.000000, 
18910713,0.000000, 
18910714,22.50000, 
18910715,0.6999999, 
18910716,0.000000, 
18910717,44.60000, 
18910718,2.800000, 
18910719,1.600000, 
18910720,0.000000, 
18910721,0.4000000, 
18910722,0.1000000, 
18910723,0.4000000, 
18910724,0.000000, 
18910725,0.000000, 
18910726,0.000000, 
18910727,0.000000, 
18910728,0.5000000, 
18910729,0.1000000, 
18910730,0.000000, 
18910731,9.000000, 
18910801,6.000000, 
18910802,0.000000, 
18910803,1.900000, 
18910804,1.600000, 
18910805,0.9000000, 
18910806,2.100000, 
18910807,4.300000, 
18910808,3.400000, 
18910809,0.6000000, 
18910810,0.000000, 
18910811,0.000000, 
18910812,1.800000, 
18910813,7.099999, 
18910814,1.600000, 
18910815,1.400000, 
18910816,1.500000, 
18910817,3.200000, 
18910818,0.000000, 
18910819,0.6999999, 
18910820,0.000000, 
18910821,0.000000, 
18910822,0.000000, 
18910823,0.000000, 
18910824,4.500000, 
18910825,0.000000, 
18910826,0.000000, 
18910827,0.000000, 
18910828,0.000000, 
18910829,0.000000, 
18910830,0.000000, 
18910831,0.000000, 
18910901,0.000000, 
18910902,0.000000, 
18910903,0.000000, 
18910904,0.4000000, 
18910905,0.000000, 
18910906,0.000000, 
18910907,0.000000, 
18910908,0.000000, 
18910909,0.000000, 
18910910,0.000000, 
18910911,0.000000, 
18910912,0.000000, 
18910913,0.000000, 
18910914,0.000000, 
18910915,6.900001, 
18910916,0.000000, 
18910917,1.800000, 
18910918,2.000000, 
18910919,0.3000000, 
18910920,0.2000000, 
18910921,34.30000, 
18910922,19.20000, 
18910923,0.000000, 
18910924,0.000000, 
18910925,0.000000, 
18910926,4.400000, 
18910927,4.400000, 
18910928,1.100000, 
18910929,0.000000, 
18910930,0.000000, 
18911001,0.000000, 
18911002,6.500000, 
18911003,0.6000000, 
18911004,0.000000, 
18911005,0.000000, 
18911006,0.000000, 
18911007,0.000000, 
18911008,0.000000, 
18911009,0.000000, 
18911010,0.000000, 
18911011,0.000000, 
18911012,0.000000, 
18911013,0.5000000, 
18911014,0.000000, 
18911015,4.400000, 
18911016,0.000000, 
18911017,1.000000, 
18911018,0.1000000, 
18911019,0.000000, 
18911020,0.2000000, 
18911021,1.400000, 
18911022,0.000000, 
18911023,0.000000, 
18911024,0.000000, 
18911025,0.000000, 
18911026,0.000000, 
18911027,0.000000, 
18911028,0.000000, 
18911029,1.100000, 
18911030,0.000000, 
18911031,0.1000000, 
18911101,0.000000, 
18911102,0.000000, 
18911103,0.000000, 
18911104,1.200000, 
18911105,0.000000, 
18911106,1.100000, 
18911107,0.000000, 
18911108,0.000000, 
