Month,,Temperature
18850227,5.000000,,
18850228,4.000000,,
18850301,1.500000,,
18850302,1.700000,,
18850303,1.600000,,
18850304,1.000000,,
18850305,3.900000,,
18850306,3.000000,,
18850307,0.8000001,,
18850308,2.600000,,
18850309,1.400000,,
18850310,0.2000000,,
18850311,1.900000,,
18850312,3.100000,,
18850313,0.3000000,,
18850314,1.800000,,
18850315,2.500000,,
18850316,3.100000,,
18850317,4.900000,,
18850318,6.300000,,
18850319,4.000000,,
18850320,3.700000,,
18850321,2.200000,,
18850322,-0.8000001,,
18850323,-1.600000,,
18850324,-1.800000,,
18850325,2.400000,,
18850326,3.900000,,
18850327,5.000000,,
18850328,6.900001,,
18850329,6.200000,,
18850330,5.800000,,
18850331,3.200000,,
18850401,6.800000,,
18850402,7.500000,,
18850403,5.300000,,
18850404,6.400001,,
18850405,7.300000,,
18850406,7.500000,,
18850407,9.500000,,
18850408,8.099999,,
18850409,6.900001,,
18850410,6.099999,,
18850411,4.200000,,
18850412,4.900000,,
18850413,5.000000,,
18850414,4.100000,,
18850415,7.000000,,
18850416,10.10000,,
18850417,11.60000,,
18850418,10.20000,,
18850419,7.700000,,
18850420,10.90000,,
18850421,15.00000,,
18850422,14.20000,,
18850423,15.50000,,
18850424,11.30000,,
18850425,16.50000,,
18850426,16.30000,,
18850427,17.20000,,
18850428,14.80000,,
18850429,13.80000,,
18850430,12.70000,,
18850501,13.70000,,
18850502,11.40000,,
18850503,7.900001,,
18850504,9.300000,,
18850505,9.000000,,
18850506,10.40000,,
18850507,10.40000,,
18850508,6.200000,,
18850509,7.000000,,
18850510,8.599999,,
18850511,8.300000,,
18850512,6.400001,,
18850513,5.599999,,
18850514,7.500000,,
18850515,7.200000,,
18850516,8.400001,,
18850517,9.500000,,
18850518,10.70000,,
18850519,9.099999,,
18850520,8.500000,,
18850521,13.40000,,
18850522,13.50000,,
18850523,12.90000,,
18850524,12.00000,,
18850525,11.10000,,
18850526,11.50000,,
18850527,13.90000,,
18850528,18.40000,,
18850529,21.80000,,
18850530,18.70000,,
18850531,13.50000,,
18850601,11.50000,,
18850602,9.900001,,
18850603,13.40000,,
18850604,18.30000,,
18850605,20.90000,,
18850606,21.20000,,
18850607,21.40000,,
18850608,23.40000,,
18850609,22.60000,,
18850610,11.80000,,
18850611,10.80000,,
18850612,12.30000,,
18850613,18.30000,,
18850614,22.00000,,
18850615,22.70000,,
18850616,15.20000,,
18850617,15.10000,,
18850618,15.50000,,
18850619,15.30000,,
18850620,16.20000,,
18850621,13.70000,,
18850622,12.10000,,
18850623,14.30000,,
18850624,19.00000,,
18850625,24.00000,,
18850626,23.80000,,
18850627,20.40000,,
18850628,20.30000,,
18850629,23.30000,,
18850630,20.40000,,
18850701,17.40000,,
18850702,16.50000,,
18850703,17.00000,,
18850704,19.00000,,
18850705,17.60000,,
18850706,17.70000,,
18850707,17.50000,,
18850708,19.20000,,
18850709,21.10000,,
18850710,22.10000,,
18850711,22.50000,,
18850712,22.50000,,
18850713,19.90000,,
18850714,20.80000,,
18850715,18.00000,,
18850716,18.00000,,
18850717,17.50000,,
18850718,15.30000,,
18850719,19.10000,,
18850720,21.80000,,
18850721,16.50000,,
18850722,13.80000,,
18850723,13.50000,,
18850724,14.50000,,
18850725,14.40000,,
18850726,16.30000,,
18850727,16.40000,,
18850728,15.40000,,
18850729,17.00000,,
18850730,15.80000,,
18850731,14.20000,,
18850801,12.90000,,
18850802,16.00000,,
18850803,16.00000,,
18850804,16.50000,,
18850805,19.00000,,
18850806,21.60000,,
18850807,18.10000,,
18850808,16.00000,,
18850809,14.70000,,
18850810,17.90000,,
18850811,18.50000,,
18850812,18.90000,,
18850813,17.60000,,
18850814,12.60000,,
18850815,13.10000,,
18850816,12.00000,,
18850817,11.70000,,
18850818,10.60000,,
18850819,11.40000,,
18850820,11.80000,,
18850821,11.00000,,
18850822,12.50000,,
18850823,11.80000,,
18850824,12.70000,,
18850825,13.40000,,
18850826,12.30000,,
18850827,12.20000,,
18850828,10.50000,,
18850829,11.20000,,
18850830,13.60000,,
18850831,10.70000,,
18850901,10.40000,,
18850902,9.500000,,
18850903,12.10000,,
18850904,17.20000,,
18850905,14.10000,,
18850906,13.60000,,
18850907,16.30000,,
18850908,16.90000,,
18850909,14.30000,,
18850910,10.80000,,
18850911,9.700000,,
18850912,11.10000,,
18850913,12.50000,,
18850914,14.40000,,
18850915,17.00000,,
18850916,18.30000,,
18850917,19.30000,,
18850918,16.70000,,
18850919,13.90000,,
18850920,12.90000,,
18850921,13.20000,,
18850922,10.80000,,
18850923,13.70000,,
18850924,11.50000,,
18850925,9.500000,,
18850926,7.099999,,
18850927,8.500000,,
18850928,8.700000,,
18850929,10.00000,,
18850930,9.300000,,
18851001,12.30000,,
18851002,9.900001,,
18851003,11.40000,,
18851004,9.800000,,
18851005,9.800000,,
18851006,8.300000,,
18851007,9.900001,,
18851008,8.599999,,
18851009,9.800000,,
18851010,7.800000,,
18851011,7.400001,,
18851012,8.300000,,
18851013,8.599999,,
18851014,7.800000,,
18851015,10.40000,,
18851016,13.50000,,
18851017,11.20000,,
18851018,8.800000,,
18851019,7.700000,,
18851020,7.099999,,
18851021,3.300000,,
18851022,5.300000,,
18851023,4.000000,,
18851024,6.900001,,
18851025,7.500000,,
18851026,7.400001,,
18851027,7.300000,,
18851028,4.400000,,
18851029,3.700000,,
18851030,3.700000,,
18851031,2.500000,,
18851101,2.100000,,
18851102,1.300000,,
18851103,2.500000,,
18851104,1.400000,,
18851105,5.599999,,
18851106,6.500000,,
18851107,7.700000,,
18851108,7.000000,,
18851109,2.800000,,
18851110,1.900000,,
18851111,0.9000000,,
18851112,-0.1000000,,
18851113,0.9000000,,
18851114,5.900001,,
18851115,2.800000,,
18851116,-1.800000,,
18851117,-2.600000,,
18851118,-2.100000,,
18851119,-3.700000,,
18851120,-3.500000,,
18851121,-2.100000,,
18851122,2.400000,,
18851123,2.700000,,
18851124,2.200000,,
18851125,-1.900000,,
18851126,-2.900000,,
18851127,1.400000,,
18851128,7.000000,,
18851129,4.700000,,
18851130,7.300000,,
18851201,5.800000,,
18851202,5.200000,,
18851203,2.500000,,
18851204,5.500000,,
18851205,3.700000,,
18851206,0.9000000,,
18851207,-1.700000,,
18851208,-4.700000,,
18851209,-2.700000,,
18851210,-4.600000,,
18851211,-6.700000,,
18851212,-10.50000,,
18851213,-6.099999,,
18851214,1.100000,,
18851215,2.700000,,
18851216,2.600000,,
18851217,4.300000,,
18851218,2.800000,,
18851219,-1.400000,,
18851220,-1.000000,,
18851221,-1.900000,,
18851222,-0.5000000,,
18851223,1.600000,,
18851224,0.6999999,,
18851225,0.6000000,,
18851226,1.400000,,
18851227,0.5000000,,
18851228,0.9000000,,
18851229,2.600000,,
18851230,-0.8000001,,
18851231,-2.100000,,
18860101,1.700000,,
18860102,5.500000,,
18860103,2.700000,,
18860104,6.599999,,
18860105,3.800000,,
18860106,0.8000001,,
18860107,-5.500000,,
18860108,-6.900001,,
18860109,-3.200000,,
18860110,-4.300000,,
18860111,-3.800000,,
18860112,-5.800000,,
18860113,-7.800000,,
18860114,-5.599999,,
18860115,-1.000000,,
18860116,1.000000,,
18860117,-0.6999999,,
18860118,-0.8000001,,
18860119,-4.300000,,
18860120,-0.2000000,,
18860121,-2.700000,,
18860122,-3.900000,,
18860123,-4.600000,,
18860124,-5.700000,,
18860125,-2.700000,,
18860126,2.100000,,
18860127,1.200000,,
18860128,0.8000001,,
18860129,0.8000001,,
18860130,0.6000000,,
18860131,0.3000000,,
18860201,0.8000001,,
18860202,0.4000000,,
18860203,0.1000000,,
18860204,-0.3000000,,
18860205,-4.000000,,
18860206,-4.900000,,
18860207,-8.000000,,
18860208,-4.400000,,
18860209,-3.200000,,
18860210,-1.500000,,
18860211,-2.900000,,
18860212,-4.200000,,
18860213,-5.800000,,
18860214,-3.200000,,
18860215,-4.900000,,
18860216,-3.800000,,
18860217,-3.700000,,
18860218,-4.000000,,
18860219,-2.600000,,
18860220,-3.500000,,
18860221,-3.000000,,
18860222,-2.600000,,
18860223,-2.600000,,
18860224,-3.000000,,
18860225,-5.400001,,
18860226,-4.500000,,
18860227,-5.800000,,
18860228,-9.599999,,
18860301,-10.60000,,
18860302,-8.400001,,
18860303,-3.500000,,
18860304,-1.900000,,
18860305,0.4000000,,
18860306,-1.900000,,
18860307,-3.100000,,
18860308,-5.100000,,
18860309,-5.500000,,
18860310,-5.900001,,
18860311,-6.300000,,
18860312,-2.800000,,
18860313,-3.200000,,
18860314,-1.900000,,
18860315,-0.6999999,,
18860316,-0.5000000,,
18860317,-1.600000,,
18860318,-5.000000,,
18860319,-4.800000,,
18860320,-2.300000,,
18860321,3.100000,,
18860322,2.700000,,
18860323,1.200000,,
18860324,4.000000,,
18860325,5.599999,,
18860326,7.000000,,
18860327,9.900001,,
18860328,13.20000,,
18860329,11.80000,,
18860330,5.500000,,
18860331,9.700000,,
18860401,5.800000,,
18860402,8.500000,,
18860403,13.40000,,
18860404,11.00000,,
18860405,12.00000,,
18860406,11.70000,,
18860407,4.800000,,
18860408,9.900001,,
18860409,10.40000,,
18860410,5.300000,,
18860411,3.700000,,
18860412,7.700000,,
18860413,8.300000,,
18860414,5.400001,,
18860415,5.500000,,
18860416,7.000000,,
18860417,12.20000,,
18860418,14.50000,,
18860419,12.20000,,
18860420,6.300000,,
18860421,10.20000,,
18860422,10.20000,,
18860423,10.80000,,
18860424,11.30000,,
18860425,10.30000,,
18860426,9.200000,,
18860427,11.30000,,
18860428,16.70000,,
18860429,7.200000,,
18860430,2.800000,,
18860501,4.200000,,
18860502,4.400000,,
18860503,4.400000,,
18860504,5.700000,,
18860505,5.100000,,
18860506,7.200000,,
18860507,7.200000,,
18860508,10.80000,,
18860509,11.40000,,
18860510,9.099999,,
18860511,8.900001,,
18860512,7.599999,,
18860513,13.50000,,
18860514,11.90000,,
18860515,10.50000,,
18860516,8.900001,,
18860517,11.90000,,
18860518,15.40000,,
18860519,20.50000,,
18860520,22.00000,,
18860521,22.50000,,
18860522,22.70000,,
18860523,24.00000,,
18860524,22.00000,,
18860525,13.40000,,
18860526,16.20000,,
18860527,19.10000,,
18860528,15.20000,,
18860529,18.20000,,
18860530,15.20000,,
18860531,16.50000,,
18860601,19.10000,,
18860602,20.20000,,
18860603,19.70000,,
18860604,13.00000,,
18860605,14.30000,,
18860606,17.30000,,
18860607,16.40000,,
18860608,16.40000,,
18860609,16.60000,,
18860610,16.10000,,
18860611,16.70000,,
18860612,17.50000,,
18860613,15.70000,,
18860614,17.20000,,
18860615,12.90000,,
18860616,11.80000,,
18860617,10.50000,,
18860618,11.80000,,
18860619,12.00000,,
18860620,14.20000,,
18860621,14.90000,,
18860622,11.90000,,
18860623,12.40000,,
18860624,11.30000,,
18860625,15.40000,,
18860626,16.30000,,
18860627,18.40000,,
18860628,17.30000,,
18860629,16.70000,,
18860630,14.80000,,
18860701,15.10000,,
18860702,17.00000,,
18860703,19.10000,,
18860704,15.80000,,
18860705,16.10000,,
18860706,15.70000,,
18860707,19.30000,,
18860708,19.90000,,
18860709,15.80000,,
18860710,12.30000,,
18860711,12.10000,,
18860712,14.30000,,
18860713,15.50000,,
18860714,18.00000,,
18860715,15.20000,,
18860716,14.80000,,
18860717,14.50000,,
18860718,14.90000,,
18860719,19.40000,,
18860720,23.20000,,
18860721,17.50000,,
18860722,22.30000,,
18860723,19.90000,,
18860724,19.10000,,
18860725,17.20000,,
18860726,21.10000,,
18860727,17.40000,,
18860728,14.30000,,
18860729,12.20000,,
18860730,17.20000,,
18860731,18.80000,,
18860801,15.70000,,
18860802,15.50000,,
18860803,13.90000,,
18860804,12.90000,,
18860805,10.50000,,
18860806,12.40000,,
18860807,14.30000,,
18860808,19.10000,,
18860809,16.90000,,
18860810,20.70000,,
18860811,18.00000,,
18860812,12.70000,,
18860813,17.10000,,
18860814,16.70000,,
18860815,15.30000,,
18860816,14.70000,,
18860817,16.80000,,
18860818,19.50000,,
18860819,18.00000,,
18860820,18.30000,,
18860821,18.80000,,
18860822,21.90000,,
18860823,21.20000,,
18860824,20.50000,,
18860825,20.60000,,
18860826,19.10000,,
18860827,18.70000,,
18860828,16.30000,,
18860829,16.60000,,
18860830,18.40000,,
18860831,21.10000,,
18860901,20.60000,,
18860902,21.70000,,
18860903,21.10000,,
18860904,18.30000,,
18860905,20.30000,,
18860906,18.00000,,
18860907,18.40000,,
18860908,19.80000,,
18860909,18.00000,,
18860910,18.10000,,
18860911,19.10000,,
18860912,18.40000,,
18860913,18.40000,,
18860914,21.50000,,
18860915,13.70000,,
18860916,10.30000,,
18860917,7.300000,,
18860918,9.800000,,
18860919,12.00000,,
18860920,12.70000,,
18860921,8.300000,,
18860922,9.900001,,
18860923,6.900001,,
18860924,5.100000,,
18860925,7.800000,,
18860926,8.200000,,
18860927,12.80000,,
18860928,13.80000,,
18860929,13.60000,,
18860930,16.30000,,
18861001,14.80000,,
18861002,16.00000,,
18861003,13.50000,,
18861004,12.50000,,
18861005,14.10000,,
18861006,12.30000,,
18861007,10.50000,,
18861008,8.800000,,
18861009,11.10000,,
18861010,10.50000,,
18861011,8.900001,,
18861012,9.099999,,
18861013,9.599999,,
18861014,9.500000,,
18861015,8.300000,,
18861016,10.20000,,
18861017,10.00000,,
18861018,9.300000,,
18861019,9.300000,,
18861020,8.300000,,
18861021,9.599999,,
18861022,9.800000,,
18861023,7.099999,,
18861024,6.400001,,
18861025,4.600000,,
18861026,1.900000,,
18861027,3.500000,,
18861028,3.000000,,
18861029,5.300000,,
18861030,4.400000,,
18861031,3.300000,,
18861101,4.900000,,
18861102,3.200000,,
18861103,6.800000,,
18861104,7.200000,,
18861105,7.200000,,
18861106,8.700000,,
18861107,7.700000,,
18861108,7.400001,,
18861109,7.099999,,
18861110,5.900001,,
18861111,6.400001,,
18861112,5.300000,,
18861113,6.400001,,
18861114,6.500000,,
18861115,6.099999,,
18861116,6.099999,,
18861117,6.800000,,
18861118,6.300000,,
18861119,5.300000,,
18861120,3.500000,,
18861121,1.700000,,
18861122,5.700000,,
18861123,1.300000,,
18861124,2.100000,,
18861125,6.500000,,
18861126,7.099999,,
18861127,2.500000,,
18861128,4.500000,,
18861129,2.800000,,
18861130,3.800000,,
18861201,2.000000,,
18861202,0.3000000,,
18861203,0.6999999,,
18861204,-0.4000000,,
18861205,-2.100000,,
18861206,1.100000,,
18861207,5.200000,,
18861208,3.300000,,
18861209,5.300000,,
18861210,3.400000,,
18861211,1.700000,,
18861212,5.599999,,
18861213,4.400000,,
18861214,2.600000,,
18861215,5.900001,,
18861216,5.400001,,
18861217,1.700000,,
18861218,1.400000,,
18861219,-0.3000000,,
18861220,-1.000000,,
18861221,-2.700000,,
18861222,-5.000000,,
18861223,-3.100000,,
18861224,-3.600000,,
18861225,0.1000000,,
18861226,-1.400000,,
18861227,-0.8000001,,
18861228,1.100000,,
18861229,0.5000000,,
18861230,0.1000000,,
18861231,-1.900000,,
18870101,-2.200000,,
18870102,-1.400000,,
18870103,-2.700000,,
18870104,-4.200000,,
18870105,-4.600000,,
18870106,-0.4000000,,
18870107,-3.600000,,
18870108,-5.800000,,
18870109,-5.200000,,
18870110,-4.800000,,
18870111,-2.400000,,
18870112,-2.000000,,
18870113,-2.300000,,
18870114,-2.200000,,
18870115,-10.20000,,
18870116,-12.40000,,
18870117,-11.00000,,
18870118,-10.00000,,
18870119,-10.20000,,
18870120,-0.2000000,,
18870121,1.800000,,
18870122,2.900000,,
18870123,3.300000,,
18870124,1.100000,,
18870125,-0.4000000,,
18870126,0.9000000,,
18870127,5.100000,,
18870128,2.400000,,
18870129,2.600000,,
18870130,1.600000,,
18870131,0.3000000,,
18870201,0.4000000,,
18870202,2.800000,,
18870203,3.200000,,
18870204,7.000000,,
18870205,5.000000,,
18870206,3.600000,,
18870207,0.000000,,
18870208,0.4000000,,
18870209,-3.200000,,
18870210,-3.600000,,
18870211,-3.000000,,
18870212,-1.200000,,
18870213,-0.4000000,,
18870214,0.8000001,,
18870215,-4.400000,,
18870216,-5.800000,,
18870217,-5.300000,,
18870218,-5.000000,,
18870219,-2.700000,,
18870220,-0.1000000,,
18870221,0.2000000,,
18870222,1.400000,,
18870223,3.100000,,
18870224,4.400000,,
18870225,5.500000,,
18870226,2.200000,,
18870227,0.6999999,,
18870228,2.600000,,
18870301,5.800000,,
18870302,4.900000,,
18870303,7.099999,,
18870304,7.099999,,
18870305,5.900001,,
18870306,2.800000,,
18870307,4.300000,,
18870308,3.500000,,
18870309,6.599999,,
18870310,2.100000,,
18870311,1.200000,,
18870312,0.1000000,,
18870313,-1.500000,,
18870314,-1.200000,,
18870315,-2.000000,,
18870316,-3.200000,,
18870317,-4.100000,,
18870318,-3.400000,,
18870319,-0.9000000,,
18870320,-0.6999999,,
18870321,0.5000000,,
18870322,4.200000,,
18870323,6.900001,,
18870324,5.500000,,
18870325,4.200000,,
18870326,4.200000,,
18870327,5.599999,,
18870328,4.900000,,
18870329,3.600000,,
18870330,2.800000,,
18870331,3.300000,,
18870401,3.900000,,
18870402,3.300000,,
18870403,3.400000,,
18870404,7.900001,,
18870405,11.70000,,
18870406,9.300000,,
18870407,5.200000,,
18870408,4.100000,,
18870409,6.400001,,
18870410,7.099999,,
18870411,8.599999,,
18870412,11.10000,,
18870413,10.60000,,
18870414,4.500000,,
18870415,2.100000,,
18870416,1.300000,,
18870417,4.000000,,
18870418,8.300000,,
18870419,9.599999,,
18870420,10.00000,,
18870421,5.800000,,
18870422,10.80000,,
18870423,14.70000,,
18870424,16.40000,,
18870425,14.20000,,
18870426,13.20000,,
18870427,11.30000,,
18870428,13.50000,,
18870429,15.90000,,
18870430,11.40000,,
18870501,9.599999,,
18870502,10.60000,,
18870503,16.50000,,
18870504,12.40000,,
18870505,13.10000,,
18870506,13.50000,,
18870507,15.80000,,
18870508,14.10000,,
18870509,14.00000,,
18870510,12.00000,,
18870511,9.000000,,
18870512,8.700000,,
18870513,8.800000,,
18870514,10.20000,,
18870515,13.90000,,
18870516,14.80000,,
18870517,15.60000,,
18870518,10.80000,,
18870519,12.20000,,
18870520,14.10000,,
18870521,9.700000,,
18870522,8.400001,,
18870523,10.80000,,
18870524,9.500000,,
18870525,11.00000,,
18870526,10.80000,,
18870527,12.80000,,
18870528,12.50000,,
18870529,11.40000,,
18870530,11.00000,,
18870531,11.90000,,
18870601,15.00000,,
18870602,17.80000,,
18870603,15.20000,,
18870604,14.60000,,
18870605,16.40000,,
18870606,17.80000,,
18870607,18.50000,,
18870608,19.70000,,
18870609,18.70000,,
18870610,13.80000,,
18870611,13.20000,,
18870612,13.20000,,
18870613,18.30000,,
18870614,16.70000,,
18870615,16.40000,,
18870616,15.80000,,
18870617,16.80000,,
18870618,15.70000,,
18870619,19.50000,,
18870620,13.90000,,
18870621,12.20000,,
18870622,16.40000,,
18870623,18.80000,,
18870624,19.20000,,
18870625,21.60000,,
18870626,15.90000,,
18870627,17.40000,,
18870628,14.70000,,
18870629,18.20000,,
18870630,15.90000,,
18870701,17.20000,,
18870702,21.20000,,
18870703,22.00000,,
18870704,24.30000,,
18870705,20.60000,,
18870706,13.80000,,
18870707,12.80000,,
18870708,14.40000,,
18870709,21.50000,,
18870710,19.20000,,
18870711,18.10000,,
18870712,19.90000,,
18870713,22.50000,,
18870714,24.80000,,
18870715,23.40000,,
18870716,17.90000,,
18870717,17.70000,,
18870718,19.40000,,
18870719,17.50000,,
18870720,18.00000,,
18870721,16.60000,,
18870722,18.30000,,
18870723,17.40000,,
18870724,18.00000,,
18870725,22.20000,,
18870726,21.00000,,
18870727,23.50000,,
18870728,23.00000,,
18870729,24.90000,,
18870730,26.00000,,
18870731,27.80000,,
18870801,20.30000,,
18870802,19.00000,,
18870803,15.40000,,
18870804,16.80000,,
18870805,18.30000,,
18870806,18.60000,,
18870807,22.80000,,
18870808,20.20000,,
18870809,17.60000,,
18870810,13.40000,,
18870811,13.70000,,
18870812,14.30000,,
18870813,16.40000,,
18870814,15.20000,,
18870815,14.60000,,
18870816,16.20000,,
18870817,15.10000,,
18870818,15.20000,,
18870819,15.80000,,
18870820,15.20000,,
18870821,15.70000,,
18870822,14.40000,,
18870823,16.30000,,
18870824,17.80000,,
18870825,19.20000,,
18870826,18.80000,,
18870827,20.10000,,
18870828,21.70000,,
18870829,20.70000,,
18870830,20.60000,,
18870831,20.60000,,
18870901,19.30000,,
18870902,21.20000,,
18870903,19.00000,,
18870904,18.20000,,
18870905,16.60000,,
18870906,19.30000,,
18870907,19.80000,,
18870908,14.80000,,
18870909,14.60000,,
18870910,15.90000,,
18870911,14.60000,,
18870912,15.00000,,
18870913,14.10000,,
18870914,11.50000,,
18870915,12.20000,,
18870916,14.50000,,
18870917,16.10000,,
18870918,16.70000,,
18870919,14.10000,,
18870920,11.80000,,
18870921,9.900001,,
18870922,11.70000,,
18870923,12.90000,,
18870924,8.200000,,
18870925,9.599999,,
18870926,10.60000,,
18870927,11.60000,,
18870928,11.80000,,
18870929,13.20000,,
18870930,12.60000,,
18871001,10.80000,,
18871002,10.40000,,
18871003,11.40000,,
18871004,12.60000,,
18871005,12.20000,,
18871006,11.30000,,
18871007,11.80000,,
18871008,9.900001,,
18871009,7.900001,,
18871010,10.20000,,
18871011,9.000000,,
18871012,6.000000,,
18871013,4.200000,,
18871014,5.400001,,
18871015,3.800000,,
18871016,5.100000,,
18871017,5.500000,,
18871018,8.200000,,
18871019,9.500000,,
18871020,7.800000,,
18871021,5.200000,,
18871022,5.100000,,
18871023,4.300000,,
18871024,4.300000,,
18871025,1.800000,,
18871026,0.8000001,,
18871027,0.9000000,,
18871028,2.400000,,
18871029,3.600000,,
18871030,7.599999,,
18871031,8.200000,,
18871101,5.800000,,
18871102,7.200000,,
18871103,8.599999,,
18871104,10.60000,,
18871105,10.00000,,
18871106,9.500000,,
18871107,9.200000,,
18871108,8.700000,,
18871109,7.400001,,
18871110,7.599999,,
18871111,3.800000,,
18871112,3.400000,,
18871113,5.100000,,
18871114,3.000000,,
18871115,0.3000000,,
18871116,-2.400000,,
18871117,-2.200000,,
18871118,-0.2000000,,
18871119,1.000000,,
18871120,2.200000,,
18871121,2.600000,,
18871122,2.500000,,
18871123,2.200000,,
18871124,2.700000,,
18871125,3.900000,,
18871126,6.000000,,
18871127,7.400001,,
18871128,5.200000,,
18871129,4.100000,,
18871130,5.200000,,
18871201,4.000000,,
18871202,7.900001,,
18871203,5.100000,,
18871204,2.000000,,
18871205,3.500000,,
18871206,2.800000,,
18871207,2.200000,,
18871208,0.6000000,,
18871209,5.400001,,
18871210,3.700000,,
18871211,2.000000,,
18871212,1.600000,,
18871213,-2.000000,,
18871214,3.900000,,
18871215,3.600000,,
18871216,5.800000,,
18871217,5.800000,,
18871218,2.900000,,
18871219,2.000000,,
18871220,1.200000,,
18871221,0.3000000,,
18871222,-0.5000000,,
18871223,-0.6000000,,
18871224,-3.400000,,
18871225,-4.400000,,
18871226,-5.200000,,
18871227,-4.400000,,
18871228,-6.599999,,
18871229,-3.800000,,
18871230,-3.800000,,
18871231,-4.800000,,
18880101,-4.800000,,
18880102,-10.30000,,
18880103,-5.300000,,
18880104,0.4000000,,
18880105,-5.000000,,
18880106,0.6000000,,
18880107,2.200000,,
18880108,4.300000,,
18880109,5.599999,,
18880110,4.600000,,
18880111,4.500000,,
18880112,1.500000,,
18880113,-0.6000000,,
18880114,-2.500000,,
18880115,-4.900000,,
18880116,-3.000000,,
18880117,-4.900000,,
18880118,-3.200000,,
18880119,-2.400000,,
18880120,0.8000001,,
18880121,0.1000000,,
18880122,2.600000,,
18880123,3.200000,,
18880124,5.300000,,
18880125,5.500000,,
18880126,3.400000,,
18880127,0.4000000,,
18880128,-1.200000,,
18880129,-2.400000,,
18880130,-4.200000,,
18880131,-6.000000,,
18880201,-6.599999,,
18880202,-4.600000,,
18880203,-1.500000,,
18880204,1.600000,,
18880205,-1.600000,,
18880206,-3.700000,,
18880207,-2.800000,,
18880208,1.400000,,
18880209,-0.1000000,,
18880210,1.100000,,
18880211,1.600000,,
18880212,2.300000,,
18880213,1.500000,,
18880214,0.6000000,,
18880215,1.300000,,
18880216,1.200000,,
18880217,-0.6000000,,
18880218,0.6999999,,
18880219,-0.2000000,,
18880220,-1.600000,,
18880221,-4.200000,,
18880222,-7.300000,,
18880223,-5.900001,,
18880224,-8.500000,,
18880225,-3.700000,,
18880226,-2.200000,,
18880227,-6.900001,,
18880228,-8.500000,,
18880229,-6.200000,,
18880301,-5.700000,,
18880302,0.8000001,,
18880303,-5.200000,,
18880304,-4.500000,,
18880305,-4.600000,,
18880306,-1.400000,,
18880307,4.600000,,
18880308,4.000000,,
18880309,6.599999,,
18880310,7.800000,,
18880311,-0.6000000,,
18880312,-2.700000,,
18880313,-5.700000,,
18880314,-8.099999,,
18880315,-8.500000,,
18880316,-7.099999,,
18880317,-4.400000,,
18880318,-5.599999,,
18880319,-0.6999999,,
18880320,-1.000000,,
18880321,-0.5000000,,
18880322,0.000000,,
18880323,0.1000000,,
18880324,3.300000,,
18880325,4.800000,,
18880326,4.400000,,
18880327,4.900000,,
18880328,7.800000,,
18880329,10.60000,,
18880330,10.30000,,
18880331,7.800000,,
18880401,4.800000,,
18880402,3.400000,,
18880403,2.800000,,
18880404,3.500000,,
18880405,1.400000,,
18880406,0.5000000,,
18880407,1.500000,,
18880408,1.500000,,
18880409,4.300000,,
18880410,6.400001,,
18880411,5.200000,,
18880412,4.600000,,
18880413,6.500000,,
18880414,8.900001,,
18880415,8.099999,,
18880416,9.800000,,
18880417,12.20000,,
18880418,13.30000,,
18880419,10.80000,,
18880420,12.20000,,
18880421,11.70000,,
18880422,10.40000,,
18880423,11.60000,,
18880424,13.40000,,
18880425,8.700000,,
18880426,3.500000,,
18880427,4.400000,,
18880428,7.500000,,
18880429,12.30000,,
18880430,16.20000,,
18880501,14.60000,,
18880502,12.90000,,
18880503,10.10000,,
18880504,8.800000,,
18880505,9.599999,,
18880506,10.30000,,
18880507,13.90000,,
18880508,16.20000,,
18880509,9.599999,,
18880510,7.599999,,
18880511,6.300000,,
18880512,8.599999,,
18880513,9.599999,,
18880514,9.400001,,
18880515,10.00000,,
18880516,16.20000,,
18880517,21.30000,,
18880518,23.80000,,
18880519,24.90000,,
18880520,19.70000,,
18880521,14.70000,,
18880522,11.60000,,
18880523,14.10000,,
18880524,18.00000,,
18880525,13.80000,,
18880526,10.90000,,
18880527,10.00000,,
18880528,14.80000,,
18880529,14.90000,,
18880530,19.10000,,
18880531,15.10000,,
18880601,12.80000,,
18880602,11.10000,,
18880603,16.10000,,
18880604,20.60000,,
18880605,11.70000,,
18880606,14.90000,,
18880607,12.30000,,
18880608,16.40000,,
18880609,19.80000,,
18880610,17.40000,,
18880611,15.30000,,
18880612,19.00000,,
18880613,21.80000,,
18880614,16.50000,,
18880615,13.60000,,
18880616,10.40000,,
18880617,16.00000,,
18880618,17.70000,,
18880619,13.80000,,
18880620,15.80000,,
18880621,21.00000,,
18880622,21.60000,,
18880623,22.40000,,
18880624,22.60000,,
18880625,23.60000,,
18880626,24.20000,,
18880627,23.40000,,
18880628,19.50000,,
18880629,16.80000,,
18880630,15.30000,,
18880701,13.00000,,
18880702,13.10000,,
18880703,14.30000,,
18880704,17.40000,,
18880705,18.80000,,
18880706,16.80000,,
18880707,16.80000,,
18880708,14.60000,,
18880709,15.40000,,
18880710,14.40000,,
18880711,13.70000,,
18880712,10.60000,,
18880713,12.00000,,
18880714,13.00000,,
18880715,13.20000,,
18880716,17.60000,,
18880717,15.30000,,
18880718,16.00000,,
18880719,17.40000,,
18880720,18.60000,,
18880721,19.00000,,
18880722,18.00000,,
18880723,21.70000,,
18880724,20.50000,,
18880725,21.00000,,
18880726,21.80000,,
